Window,HR_Mean,SpO2_Mean,Flow_Mean,Sleep_Label,Batch_ID
69,71.0,89.33333333333333,0.7086683333333333,1,8
70,69.5,91.23333333333333,0.610245,1,8
71,69.76666666666667,90.36666666666666,0.5552833333333334,1,8
72,67.73333333333333,91.0,0.6509800000000001,1,8
73,70.26666666666667,90.73333333333333,0.66464,1,8
74,69.83333333333333,90.3,0.6470183333333334,1,8
75,75.26666666666667,90.53333333333333,0.16457166666666664,1,8
76,72.83333333333333,92.8,-0.04689499999999995,1,8
77,64.53333333333333,94.13333333333334,0.23374833333333336,1,8
78,83.26666666666667,90.63333333333334,-0.4716666666666666,0,9
79,77.76666666666667,94.7,-0.929065,0,9
80,72.4,95.16666666666667,-0.49317999999999995,0,9
81,73.36666666666666,92.93333333333334,0.03204499999999997,1,10
82,75.5,91.9,0.13032166666666667,1,10
83,68.83333333333333,93.03333333333333,0.28082,1,10
84,71.93333333333334,88.93333333333334,0.45818333333333333,1,10
85,70.96666666666667,87.86666666666666,0.30793333333333334,1,10
86,67.26666666666667,91.9,0.22743833333333333,1,10
87,67.06666666666666,84.4,0.118715,1,10
88,70.73333333333333,86.36666666666666,0.2841700000000001,1,10
89,68.56666666666666,87.1,0.4253066666666667,1,10
90,71.06666666666666,87.73333333333333,0.027796666666666713,1,10
91,64.06666666666666,84.73333333333333,0.18873166666666663,1,10
92,64.66666666666667,92.13333333333334,-0.03454000000000001,1,10
93,69.43333333333334,84.96666666666667,0.5784083333333333,1,10
94,71.66666666666667,85.66666666666667,-0.1712383333333333,1,10
95,67.96666666666667,90.4,0.35380666666666666,1,10
96,74.86666666666666,83.76666666666667,-0.12085833333333332,0,11
97,66.06666666666666,92.83333333333333,0.1759883333333333,1,12
98,67.16666666666667,85.23333333333333,-0.21208500000000002,1,12
99,71.1,89.16666666666667,0.09430333333333331,1,12
100,64.56666666666666,86.83333333333333,0.66711,1,12
101,68.5,81.6,-0.04038833333333331,1,12
102,67.06666666666666,90.2,0.5002733333333333,1,12
103,67.73333333333333,88.13333333333334,0.27672833333333335,1,12
104,68.4,86.2,0.08858166666666668,1,12
105,68.63333333333334,93.96666666666667,0.029451666666666602,1,12
106,70.13333333333334,92.13333333333334,-0.3554166666666667,1,12
107,66.53333333333333,92.73333333333333,-0.12367333333333333,1,12
108,68.86666666666666,93.73333333333333,0.31703833333333337,1,12
109,66.0,82.53333333333333,0.1665566666666667,1,12
110,67.36666666666666,89.9,-0.09857166666666667,1,12
111,66.73333333333333,86.9,0.14221333333333333,1,12
112,67.86666666666666,82.66666666666667,0.67876,1,12
113,66.83333333333333,84.9,-0.16874666666666668,1,12
