HR_Mean,SpO2_Mean,Flow_Mean,Sleep_Label
-0.7630434042136811,1.3699145201341385,-0.4247209931416383,1
1.125409272369041,-2.0892796002642857,-0.19061354089957688,0
2.549868662322102,0.7399654311158959,-1.0641765103321554,0
1.4223649758120254,1.4085956045475396,-0.15691862438631368,0
-1.2595162209074195,-1.4814339880536993,-0.03041330600551457,1
2.006996516965397,-0.7078122997856806,-0.45081031605085076,0
0.5036582682852943,0.154223295712966,1.0654846697939693,1
0.3830200137615831,1.12125040604799,3.565611860956111,0
1.0697300779734829,1.016258891211615,-0.4468136201402934,1
-0.29905011758402017,1.1930867056728756,-0.7693746799949177,0
-1.3012756167040886,0.8449569459522684,-0.02702205016853672,1
0.6289364556753037,-0.30442384804593015,-0.28571907507218564,0
0.26702169210416643,-0.03918212635403691,-0.6800148908343179,1
0.6010968584775236,-0.4536223164976179,-0.19476852179669094,1
0.8934126290542096,0.25368894134742687,0.9328616366827523,1
0.6382163214078963,0.7510171695197241,0.1960252386378736,1
-0.3640091777121721,-0.01707864954638051,0.4026504600890236,1
0.0211052501904459,0.7731206463273804,0.7956958244573578,1
-1.454393401291877,-0.2546910252286986,-1.804404164214012,1
-1.4683131998907673,-0.33757906325741477,0.4679786311656484,1
0.6103767242101162,-3.067358449003135,-1.4233211877047027,1
-0.06705347426918874,0.6239221778756927,1.3469232901411559,1
1.3898854457479488,-2.5424008748212676,-1.3845611516216243,0
-0.43824810357291866,1.5191129885858263,-0.04594106318672941,0
1.0372505479094063,1.4914836425762559,-1.115255075494011,0
-1.1759974293140802,0.9388967223848129,-0.5456111516243378,1
1.2228478625612704,-0.15706733599487732,0.4744524871158185,1
-0.9532806517318424,-0.31547558644975837,-0.21567005427150662,1
-1.3291152139018687,0.6791808698948361,0.2796551112851198,1
-1.2177568251107493,-0.8514848990354567,-0.08119112969291226,1
1.7146807463887113,-0.35415667086315944,-2.497712190955791,0
0.8748528975890242,0.6515515238852632,0.34088370120992534,0
-0.16913199732771442,0.5631376166546329,0.5654465687626163,0
-0.6006457538932999,0.983103676000128,1.2403974941884792,1
-0.8790417258710969,-1.6582618025149598,0.15488697063178053,1
-1.5889514544144792,1.1378280136537322,-0.02864842840540711,1
0.4201394766919559,0.7012843467024948,0.8957240217118806,1
-1.6075111858796656,0.7731206463273804,0.02471735481219306,1
1.097569675171261,1.099146929240331,-0.05565184711198442,1
-1.5147125285537326,1.3478110433264798,-3.9340970013374483,1
-0.17841186306030812,-0.7078122997856806,0.4289376392314319,1
-1.5007927299548436,0.4691978402220885,0.16691662961009174,1
2.187953898750967,0.3752580637895441,-1.9901515959383302,0
1.7842797393831606,1.4141214737494536,-2.1501658459731883,0
-1.561111857216699,-0.9067435910546,0.296852775074508,1
1.1857283996308976,-0.2767945020363573,-1.2102418959267023,0
1.097569675171261,1.2704488744996776,0.08303745810901876,0
-0.336169580514393,-1.7024687561302752,0.15986107633432567,1
1.324926385619796,0.7952241231350392,0.39976571620902734,1
-0.27585045325253643,0.784172384731211,-0.40406480239598574,1
-0.707364209818122,-0.02260451874829461,0.6864514838605692,1
0.3505404836975067,-0.21600994081529987,0.9209704770676783,1
-0.29905011758402017,0.6018187010680339,0.022972262835405117,1
-1.2595162209074195,1.0107330220097008,0.4110356072518663,1
1.496603901672771,-0.8846401142469436,-1.0337343502926333,0
0.3134210207671339,0.6294480470776068,1.4286656143237129,1
1.4687643044749907,-2.4153058831772363,-0.1380629253627439,0
1.4409247072772107,0.23966173491179713,-0.055347148512862855,0
0.7078153144023456,-0.978579890679488,-0.3964671230412629,0
0.9630116220486588,-0.602820784949308,-1.6175091663371581,0
1.2089280639623812,-0.5420362237282482,-1.1565595427359887,0
1.1022096080375572,-1.9345552626106814,-1.4863700549749106,0
-1.0878387048544444,0.19290438012636704,1.2317076484265148,1
1.3806055800153543,-0.39836362447847457,-0.2312611254473441,0
-1.2223967579770467,-0.21600994081529987,0.38774792860470797,1
-0.22017125885697728,-0.4978292701129331,0.031179339388371405,1
-1.0971185705870372,-0.10549255677701082,1.6264229194030224,1
-0.12273266866474893,0.5576117474527188,0.4583865609803107,1
1.3574059156838725,-1.8019344017647358,-1.4008684623616308,0
2.902503560160645,1.2870264821054223,-2.411791143128137,0
-1.4683131998907673,0.2923700257608279,-0.7771741727075002,1
-0.6052856867595963,0.2868441565589138,1.1401674835760964,1
0.6985354486697528,-2.0119174314374835,-0.23082188460964911,1
0.540777731215667,1.1378280136537322,0.7224336184295771,1
-0.7816031356788675,0.2813182873569973,0.3501156730508463,1
-1.199197093645563,-0.9177953294584282,-0.14978788574193339,1
0.9166122933856933,1.4749060349705112,-0.9010677888101133,0
0.7170951801349382,0.09343873449190854,0.6825181019446347,1
1.2228478625612704,0.06659879836832376,-0.14486126553535528,0
