,HR_Mean,HR_Mean,HR_Mean,HR_Mean,SpO2_Mean,SpO2_Mean,SpO2_Mean,SpO2_Mean,Flow_Mean,Flow_Mean,Flow_Mean,Flow_Mean
,mean,median,std,count,mean,median,std,count,mean,median,std,count
Sleep_Label,,,,,,,,,,,,
0,72.06858974358974,72.94999999999999,5.931223144846843,52,85.83825373344604,85.36666666666666,7.1759645552221905,52,-0.20948490384615384,-0.1327216666666666,0.457741363926965,52
1,61.47526132404181,61.13333333333333,5.389412623211572,861,87.29920441029415,88.4,4.969345621282887,861,0.08819386566008516,0.0581366666666666,0.29468247440662854,861
