seed,pr_auc,roc_auc,recall
42,0.7884113182558613,0.9267598329501643,0.7558930190389845
7,0.7937999576060886,0.9273734555532546,0.7554397098821396
2024,0.7883764930123331,0.9269818511920311,0.7470534904805077
