mean_predicted,observed_fraction
0.000321252715053747,0.0
0.001286862117973904,0.005291005291005291
0.0036123828572042363,0.007696007696007696
0.009234950422144039,0.025493025493025494
0.023295962056857338,0.03270803270803271
0.061899903295803686,0.0741097208854668
0.1744581073694587,0.17027417027417027
0.4446949854873017,0.3309283309283309
0.7814616989550424,0.5964405964405964
0.9655404396215387,0.8792688792688793
