mean_predicted,observed_fraction
0.023702640025974973,0.20096432015429122
0.14717408683999264,0.32214060860440713
0.24744335903116493,0.38181818181818183
0.34817699707976174,0.44403669724770645
0.44872605280172306,0.501039501039501
0.5506920129416948,0.5557768924302788
0.6511601020455589,0.6233269598470363
0.7526189628746602,0.672077922077922
0.8564236469516366,0.7832957110609481
0.96478585331735,0.9117056856187291
