Window,HR_Mean,SpO2_Mean,Flow_Mean,Sleep_Label
83,68.83333333333333,93.03333333333333,0.28082,1
84,71.93333333333334,88.93333333333334,0.45818333333333333,1
85,70.96666666666667,87.86666666666666,0.30793333333333334,1
86,67.26666666666667,91.9,0.22743833333333333,1
87,67.06666666666666,84.4,0.118715,1
88,70.73333333333333,86.36666666666666,0.2841700000000001,1
89,68.56666666666666,87.1,0.4253066666666667,1
90,71.06666666666666,87.73333333333333,0.027796666666666713,1
91,64.06666666666666,84.73333333333333,0.18873166666666663,1
92,64.66666666666667,92.13333333333334,-0.03454000000000001,1
93,69.43333333333334,84.96666666666667,0.5784083333333333,1
94,71.66666666666667,85.66666666666667,-0.1712383333333333,1
95,67.96666666666667,90.4,0.35380666666666666,1
96,74.86666666666666,83.76666666666667,-0.12085833333333332,0
97,66.06666666666666,92.83333333333333,0.1759883333333333,1
98,67.16666666666667,85.23333333333333,-0.21208500000000002,1
99,71.1,89.16666666666667,0.09430333333333331,1
100,64.56666666666666,86.83333333333333,0.66711,1
101,68.5,81.6,-0.04038833333333331,1
102,67.06666666666666,90.2,0.5002733333333333,1
103,67.73333333333333,88.13333333333334,0.27672833333333335,1
104,68.4,86.2,0.08858166666666668,1
105,68.63333333333334,93.96666666666667,0.029451666666666602,1
106,70.13333333333334,92.13333333333334,-0.3554166666666667,1
107,66.53333333333333,92.73333333333333,-0.12367333333333333,1
108,68.86666666666666,93.73333333333333,0.31703833333333337,1
109,66.0,82.53333333333333,0.1665566666666667,1
110,67.36666666666666,89.9,-0.09857166666666667,1
111,66.73333333333333,86.9,0.14221333333333333,1
112,67.86666666666666,82.66666666666667,0.67876,1
113,66.83333333333333,84.9,-0.16874666666666668,1
114,70.03333333333333,87.06666666666666,0.24001,1
115,64.26666666666667,82.36666666666666,0.3481166666666667,1
116,68.36666666666666,81.9,-0.10861833333333332,1
117,69.36666666666666,87.53333333333333,0.44577500000000003,1
118,65.93333333333334,85.8,0.4292916666666667,1
119,66.46666666666667,77.66666666666667,0.030213333333333318,1
120,68.73333333333333,87.06666666666666,-0.08527666666666664,1
121,69.86666666666666,86.3,0.5241016666666666,1
122,64.46666666666667,78.56666666666666,0.14417833333333335,1
123,68.46666666666667,80.33333333333333,0.24127499999999996,1
124,70.66666666666667,85.1,-0.24984833333333334,1
125,66.76666666666667,87.0,0.58733,1
126,65.83333333333333,84.13333333333334,0.16962833333333335,1
127,70.86666666666666,83.03333333333333,0.1155616666666667,1
128,67.53333333333333,84.36666666666666,-0.31326833333333337,1
129,68.16666666666667,88.23333333333333,0.8295633333333333,1
130,62.233333333333334,81.26666666666667,0.019716666666666677,1
131,73.0,82.33333333333333,0.17426166666666668,1
132,70.23333333333333,82.66666666666667,-0.275845,1
133,68.53333333333333,87.0,0.7037,1
134,71.66666666666667,81.43333333333334,-0.028561666666666614,1
135,65.6,92.96666666666667,0.25816500000000003,1
136,70.96666666666667,88.06666666666666,0.33575499999999997,1
137,64.06666666666666,81.7,-0.08138333333333335,1
138,69.46666666666667,82.2,0.3535833333333333,1
139,70.33333333333333,86.06666666666666,-0.14745333333333335,1
140,64.96666666666667,80.83333333333333,0.754995,1
141,67.83333333333333,78.2,0.32713000000000003,1
142,67.46666666666667,84.86666666666666,0.36444,1
143,73.46666666666667,84.5,-0.5331866666666667,0
144,73.63333333333334,82.9,-0.5105766666666667,0
145,60.4,92.8,0.26169166666666666,1
146,67.8,86.7,0.3177933333333333,1
147,64.16666666666667,89.63333333333334,0.3453416666666667,1
148,63.766666666666666,89.06666666666666,0.31105499999999997,1
149,63.333333333333336,89.73333333333333,0.48796666666666666,1
150,62.6,89.03333333333333,0.4655583333333333,1
151,62.3,89.16666666666667,0.13598500000000005,1
152,66.03333333333333,88.56666666666666,0.36665833333333336,1
153,64.46666666666667,89.66666666666667,0.3600966666666666,1
154,62.96666666666667,85.8,0.6137016666666667,1
155,65.86666666666666,89.1,0.478275,1
156,61.666666666666664,90.16666666666667,0.1633,1
157,64.36666666666666,85.8,0.30253833333333335,1
158,61.4,92.3,0.4533,1
159,62.666666666666664,88.06666666666666,0.61345,1
160,66.66666666666667,87.46666666666667,0.013991666666666625,1
161,60.766666666666666,87.1,0.6160433333333334,1
162,61.266666666666666,91.93333333333334,0.2845333333333333,1
163,62.13333333333333,90.56666666666666,0.6550566666666667,1
164,60.666666666666664,90.96666666666667,0.601295,1
165,59.63333333333333,91.0,0.5549816666666666,1
166,63.03333333333333,89.33333333333333,0.6174183333333333,1
167,63.3,90.36666666666666,0.3226583333333333,1
168,61.1,90.7,0.30732499999999996,1
169,61.333333333333336,90.23333333333333,0.5054133333333334,1
170,63.9,89.96666666666667,0.49689500000000003,1
171,60.6,89.73333333333333,0.39813666666666664,1
172,61.4,89.46666666666667,0.7035066666666666,1
173,62.3,90.46666666666667,0.38824500000000006,1
174,63.6,88.66666666666667,0.7071116666666666,1
175,64.86666666666666,87.93333333333334,0.436135,1
176,63.1,90.33333333333333,0.7370766666666667,1
177,62.7,90.46666666666667,0.4718133333333333,1
178,62.733333333333334,90.23333333333333,0.18786833333333333,1
179,66.0,88.4,0.4522616666666667,1
180,64.06666666666666,89.0,0.4822166666666667,1
181,64.76666666666667,89.9,0.31955666666666666,1
182,68.16666666666667,88.4,0.304145,1
183,63.6,89.43333333333334,0.6053866666666666,1
184,65.9,89.36666666666666,-0.09552333333333335,1
185,63.0,89.2,0.37629166666666664,1
186,62.666666666666664,89.9,0.16741499999999998,1
187,62.03333333333333,89.4,0.3726083333333333,1
188,62.333333333333336,90.76666666666667,0.4151616666666667,1
189,64.7,88.46666666666667,0.355265,1
190,63.9,89.33333333333333,0.370825,1
191,63.1,88.83333333333333,-0.006820000000000002,1
192,63.03333333333333,89.83333333333333,0.2972483333333333,1
193,64.3,88.33333333333333,0.24354,1
194,65.73333333333333,89.0,0.18155666666666667,1
195,67.9,88.86666666666666,0.35810666666666674,1
196,66.66666666666667,89.1,0.3753466666666666,1
197,64.33333333333333,89.23333333333333,0.039014999999999994,1
198,63.46666666666667,89.86666666666666,0.35752,1
199,64.06666666666666,89.4,0.30558833333333335,1
200,65.43333333333334,89.4,0.14887833333333333,1
201,64.1,88.36666666666666,-0.053685000000000045,1
202,64.06666666666666,89.53333333333333,0.1696083333333333,1
203,61.833333333333336,90.13333333333334,0.3421166666666667,1
204,62.833333333333336,88.13333333333334,0.20999666666666664,1
205,62.03333333333333,90.1,0.3808166666666667,1
206,63.9,89.53333333333333,0.36321333333333333,1
207,63.43333333333333,89.36666666666666,0.39277,1
208,61.666666666666664,89.4,-0.11762333333333334,1
209,64.53333333333333,88.0,0.42013833333333334,1
210,62.86666666666667,88.66666666666667,0.03755999999999999,1
211,63.666666666666664,89.6,0.37856,1
212,62.96666666666667,89.33333333333333,0.38046166666666664,1
213,63.53333333333333,89.13333333333334,0.325945,1
214,63.7,89.5,0.28343999999999997,1
215,65.26666666666667,88.86666666666666,0.3955016666666667,1
216,62.8,89.8,-0.013780000000000014,1
217,64.16666666666667,88.9,-0.3707766666666667,1
218,62.53333333333333,89.16666666666667,0.32211999999999996,1
219,63.266666666666666,88.0,0.385225,1
220,61.63333333333333,90.16666666666667,0.24785666666666667,1
221,61.63333333333333,90.03333333333333,0.283545,1
222,60.7,90.06666666666666,0.027396666666666666,1
223,61.7,90.13333333333334,0.24834833333333334,1
224,63.9,87.63333333333334,0.31517999999999996,1
225,61.63333333333333,89.16666666666667,0.2910233333333333,1
226,60.96666666666667,89.63333333333334,0.16535833333333333,1
227,61.63333333333333,90.06666666666666,0.33685333333333334,1
228,62.13333333333333,89.16666666666667,0.3093316666666667,1
229,63.4,89.03333333333333,-0.23972166666666664,1
230,64.03333333333333,88.06666666666666,0.5013166666666666,1
231,64.46666666666667,87.06666666666666,0.2784566666666667,1
232,70.0,91.83333333333333,-0.7436866666666667,1
233,61.46666666666667,94.5,-0.3278716666666667,1
234,78.2,94.2,-0.2672133333333333,0
235,57.2,92.46666666666667,0.5640633333333334,1
236,58.43333333333333,87.93333333333334,0.22846000000000002,1
237,63.56666666666667,84.5,0.21258166666666664,1
238,62.63333333333333,85.06666666666666,0.17286333333333334,1
239,62.5,81.3,0.36698333333333333,1
240,70.63333333333334,83.6,-0.2961316666666666,1
241,61.86666666666667,76.63333333333334,0.804445,1
242,69.43333333333334,80.26666666666667,0.26943000000000006,1
243,64.8,80.8,0.087745,0
244,68.46666666666667,71.26666666666667,-0.408875,1
245,69.43333333333334,81.1,-0.06032166666666665,1
246,63.666666666666664,81.9,0.15720499999999998,1
247,69.96666666666667,74.03333333333333,-0.12067333333333329,1
248,72.4,79.83333333333333,0.04257166666666668,0
249,64.33333333333333,78.33333333333333,0.5600383333333333,1
250,72.86666666666666,74.5,-0.6494866666666667,0
251,63.86666666666667,85.86666666666666,0.23534833333333333,1
252,64.33333333333333,87.16666666666667,0.13676166666666667,1
253,68.53333333333333,73.5,-0.7462516666666666,1
254,63.733333333333334,89.56666666666666,0.2147,0
255,77.26666666666667,84.03333333333333,-1.075445,0
256,74.4,85.36666666666666,-0.6971966666666667,0
257,59.46666666666667,94.43333333333334,-0.20233999999999994,1
258,63.63333333333333,88.83333333333333,0.15312333333333333,1
259,60.766666666666666,89.53333333333333,-0.10861833333333332,1
260,58.8,86.2,-0.016406666666666667,1
261,63.8,77.3,-0.38013,0
262,65.63333333333334,84.06666666666666,0.5501466666666667,1
263,63.1,72.6,0.05200833333333332,1
264,74.56666666666666,77.3,-0.6683800000000001,0
265,64.33333333333333,84.4,0.206505,1
266,71.86666666666666,82.53333333333333,-0.70472,0
267,63.53333333333333,90.1,-0.10650500000000006,1
268,66.06666666666666,87.7,0.166885,1
269,57.0,86.2,-0.1003766666666667,1
270,62.56666666666667,85.53333333333333,-0.2732483333333333,1
271,58.56666666666667,87.6,0.3403333333333334,1
272,59.36666666666667,88.8,-0.23376999999999998,1
273,59.166666666666664,89.86666666666666,-0.39780499999999996,1
274,60.9,88.53333333333333,-0.22256,1
275,61.266666666666666,91.9,-0.2984616666666666,1
276,60.6,87.9,0.4567616666666667,1
277,59.03333333333333,82.63333333333334,-0.13995,1
278,68.83333333333333,84.4,-0.31868833333333335,1
279,66.0,89.46666666666667,-0.14717166666666665,1
280,61.9,90.36666666666666,0.67184,1
281,61.53333333333333,81.33333333333333,-0.07360666666666664,1
282,61.56666666666667,88.4,0.06066000000000001,1
283,61.93333333333333,86.73333333333333,-0.301855,1
284,65.7,89.26666666666667,-0.3462383333333333,1
285,59.56666666666667,86.46666666666667,0.11218333333333333,1
286,61.93333333333333,88.3,-0.17925166666666667,1
287,60.43333333333333,90.4,-0.23211666666666667,1
288,60.4,91.46666666666667,0.009970000000000008,1
289,61.266666666666666,87.56666666666666,-0.19898000000000002,1
290,61.2,90.13333333333334,-0.09458666666666665,1
291,60.56666666666667,92.0,-0.24783166666666664,1
292,63.4,91.63333333333334,-0.13572833333333334,1
293,61.333333333333336,91.0,0.09603166666666668,1
294,63.166666666666664,86.53333333333333,-0.05874833333333334,1
295,69.03333333333333,83.56666666666666,-0.5561466666666667,1
296,63.53333333333333,85.83333333333333,0.5383766666666666,1
297,59.96666666666667,91.76666666666667,0.1801883333333333,1
298,63.666666666666664,85.4,0.20823666666666665,1
299,64.36666666666666,88.83333333333333,-0.26098499999999997,1
300,59.1,91.33333333333333,-0.07019166666666668,1
301,62.3,89.93333333333334,-0.04458499999999999,1
302,62.93333333333333,87.36666666666666,-0.4064883333333333,1
303,63.03333333333333,88.73333333333333,0.1267066666666667,1
304,60.1,87.03333333333333,0.215125,1
305,63.0,82.43333333333334,0.4886066666666667,1
306,62.5,87.96666666666667,-0.11019833333333331,1
307,61.43333333333333,90.13333333333334,-0.101045,1
308,59.36666666666667,91.36666666666666,-0.18975166666666665,1
309,60.833333333333336,90.16666666666667,-0.09359000000000002,1
310,61.93333333333333,91.53333333333333,-0.15823833333333334,1
311,60.9,90.0,0.10216166666666666,1
312,62.166666666666664,89.63333333333334,-0.6708266666666667,1
313,65.5,95.06666666666666,0.525655,1
314,62.2,86.16666666666667,0.34465666666666667,1
315,63.13333333333333,84.56666666666666,0.10231333333333334,1
316,63.233333333333334,84.43333333333334,-0.10783333333333331,1
317,69.46666666666667,84.33333333333333,-0.14379499999999998,0
318,80.66666666666667,88.43333333333334,-0.86167,0
319,58.5,95.03333333333333,-0.19757666666666662,1
320,63.0,92.73333333333333,-0.006388333333333359,1
321,63.53333333333333,91.13333333333334,0.055775,1
322,62.6,89.96666666666667,0.36169999999999997,1
323,65.1,90.83333333333333,0.3116766666666667,1
324,61.03333333333333,88.2,0.3595383333333333,1
325,63.3,84.73333333333333,0.6530183333333334,1
326,64.46666666666667,90.2,0.30267,1
327,64.46666666666667,89.93333333333334,0.5438433333333333,1
328,62.36666666666667,90.9,0.23926333333333333,1
329,65.9,90.13333333333334,0.15328333333333333,1
330,66.0,90.3,0.22731166666666663,1
331,71.0,92.46666666666667,-0.6831683333333333,1
332,71.53333333333333,95.06666666666666,-0.40296833333333326,0
333,60.766666666666666,92.66666666666667,0.04539166666666666,1
334,61.5,92.23333333333333,-0.16780166666666668,1
335,64.33333333333333,90.96666666666667,0.48763166666666663,1
336,63.266666666666666,86.16666666666667,-0.10497999999999998,1
337,66.23333333333333,83.93333333333334,-0.4170566666666667,1
338,64.1,89.43333333333334,0.6849116666666667,1
339,61.13333333333333,82.6,0.37665333333333334,1
340,63.2,83.43333333333334,-0.3890083333333333,1
341,69.6,86.66666666666667,-0.13412166666666664,1
342,59.733333333333334,83.76666666666667,0.23526666666666665,1
343,62.266666666666666,82.9,0.41520333333333337,1
344,65.4,88.26666666666667,-0.29817,1
345,57.13333333333333,87.33333333333333,0.4953166666666667,1
346,62.266666666666666,87.66666666666667,-0.22589166666666666,1
347,63.5,85.9,0.46210500000000004,1
348,62.06666666666667,86.8,0.32988,1
349,62.13333333333333,81.83333333333333,0.023273333333333326,1
350,63.733333333333334,90.03333333333333,0.19285,1
351,62.766666666666666,82.16666666666667,-0.07378000000000001,1
352,62.666666666666664,91.63333333333334,0.10511166666666664,1
353,59.86666666666667,86.03333333333333,0.265665,1
354,64.1,83.26666666666667,0.29625833333333335,1
355,65.06666666666666,87.16666666666667,-0.08525,1
356,56.96666666666667,81.43333333333334,0.40769500000000003,1
357,68.2,80.3,-0.38908333333333334,1
358,62.333333333333336,86.06666666666666,0.1461333333333333,1
359,58.8,85.66666666666667,0.46324499999999996,1
360,63.666666666666664,81.63333333333334,-0.3039416666666666,1
361,64.1,88.0,0.42868333333333325,1
362,79.36666666666666,81.9,-0.21332833333333331,0
363,58.53333333333333,92.36666666666666,0.2922883333333333,1
364,63.833333333333336,88.96666666666667,-0.12960500000000003,1
365,61.36666666666667,91.43333333333334,0.34570833333333334,1
366,59.8,88.2,0.5217166666666666,1
367,62.266666666666666,82.2,0.41543666666666673,1
368,65.26666666666667,84.5,-0.15212666666666663,1
369,63.03333333333333,88.0,0.4028716666666667,1
370,62.266666666666666,86.13333333333334,0.17580833333333332,1
371,67.6,82.4,0.33735666666666664,1
372,62.46666666666667,86.36666666666666,-0.2473766666666667,1
373,60.8,87.2,0.35167000000000004,1
374,62.333333333333336,78.96666666666667,0.42647,1
375,63.56666666666667,89.36666666666666,-0.2955216666666666,1
376,57.86666666666667,86.4,0.36503166666666664,1
377,62.166666666666664,89.33333333333333,0.34035333333333334,1
378,63.6,80.8,0.04114999999999999,1
379,63.2,89.73333333333333,-0.19813666666666666,1
380,59.266666666666666,87.93333333333334,0.5014433333333334,1
381,62.833333333333336,78.63333333333334,0.563295,1
382,62.96666666666667,90.9,-0.19364,1
383,59.06666666666667,85.23333333333333,0.3224766666666667,1
384,75.7,80.83333333333333,-0.458845,0
385,58.733333333333334,87.3,0.007843333333333343,1
386,57.96666666666667,92.6,0.3337716666666667,1
387,57.333333333333336,92.4,0.3015466666666667,1
388,58.3,91.7,0.47527833333333336,1
389,56.86666666666667,93.16666666666667,0.41537166666666664,1
390,57.733333333333334,92.73333333333333,0.45116833333333334,1
391,58.266666666666666,92.33333333333333,0.4758616666666667,1
392,56.266666666666666,93.4,0.35113500000000003,1
393,57.56666666666667,93.36666666666666,0.3370533333333333,1
394,58.5,92.63333333333334,0.4995616666666667,1
395,59.0,91.7,0.1308466666666667,1
396,59.06666666666667,92.63333333333334,0.3239266666666667,1
397,60.63333333333333,92.1,0.4989766666666667,1
398,58.5,91.13333333333334,0.5658616666666667,1
399,58.333333333333336,92.53333333333333,0.5121033333333334,1
400,60.06666666666667,93.0,0.223315,1
401,57.9,90.33333333333333,0.5255766666666667,1
402,58.3,92.3,0.456555,1
403,58.43333333333333,92.46666666666667,0.655055,1
404,57.8,92.4,0.49177166666666666,1
405,57.8,92.86666666666666,0.5071933333333333,1
406,58.36666666666667,90.86666666666666,0.542135,1
407,57.733333333333334,92.83333333333333,0.5119533333333334,1
408,59.13333333333333,92.46666666666667,0.077235,1
409,57.06666666666667,92.56666666666666,0.4938366666666667,1
410,58.666666666666664,89.5,0.19516499999999998,1
411,60.0,94.93333333333334,0.04329000000000001,1
412,68.5,77.73333333333333,-0.03741333333333336,1
413,70.43333333333334,72.2,0.15313166666666664,1
414,64.93333333333334,89.06666666666666,0.22833,1
415,67.03333333333333,73.96666666666667,0.12611333333333336,1
416,68.73333333333333,84.3,-0.30669166666666664,1
417,60.7,79.53333333333333,-0.033115,1
418,64.06666666666666,91.6,0.27068,1
419,61.733333333333334,83.96666666666667,-0.029530000000000004,1
420,62.333333333333336,81.86666666666666,0.3183866666666667,1
421,74.36666666666666,70.63333333333334,-0.33471166666666663,1
422,67.9,85.56666666666666,0.2908349999999999,1
423,61.666666666666664,89.7,-0.029821666666666666,1
424,66.23333333333333,82.23333333333333,-0.3338966666666667,1
425,60.766666666666666,85.7,0.5048766666666666,1
426,63.266666666666666,79.26666666666667,0.08875999999999999,1
427,74.13333333333334,70.36666666666666,-0.9147433333333334,1
428,59.93333333333333,90.5,-0.46368000000000004,1
429,59.36666666666667,91.36666666666666,0.20839166666666667,1
430,64.3,78.06666666666666,-0.1356066666666667,1
431,71.33333333333333,73.33333333333333,0.395575,1
432,66.16666666666667,81.36666666666666,0.1565116666666667,1
433,70.4,70.23333333333333,-0.25081000000000003,1
434,70.33333333333333,82.93333333333334,-0.166505,1
435,62.36666666666667,78.16666666666667,0.1358066666666667,1
436,61.8,88.53333333333333,0.7529166666666666,1
437,65.93333333333334,76.53333333333333,-0.49718999999999997,1
438,57.666666666666664,89.33333333333333,0.1482166666666667,1
439,67.26666666666667,79.0,-0.12263500000000001,1
440,60.666666666666664,92.46666666666667,0.2602216666666667,1
441,73.53333333333333,78.46666666666667,-0.5764966666666667,1
442,78.43333333333334,75.5,0.10566666666666666,0
443,58.266666666666666,94.73333333333333,-0.09524499999999998,1
444,62.96666666666667,92.03333333333333,0.042616666666666685,1
445,61.333333333333336,90.8,0.3214883333333333,1
446,61.833333333333336,86.56666666666666,0.51894,1
447,63.36666666666667,82.36666666666666,-0.20371333333333339,1
448,57.43333333333333,85.46666666666667,0.2560516666666667,1
449,58.266666666666666,75.96666666666667,-0.3291883333333333,1
450,59.266666666666666,86.2,0.47136,1
451,67.5,83.06666666666666,-0.37494666666666665,1
452,72.13333333333334,73.06896551724138,0.268125,1
453,60.9,84.35714285714286,-0.42825166666666664,1
454,59.4,92.1,0.023098333333333332,1
455,67.8,78.1,-0.40857000000000004,1
456,62.666666666666664,78.86666666666666,0.7842699999999999,1
457,59.6,90.3,-0.11436666666666669,1
458,63.56666666666667,83.9,0.012616666666666661,1
459,74.93333333333334,70.83333333333333,-0.6066066666666666,0
460,65.86666666666666,84.9,-0.4124383333333333,1
461,62.06666666666667,93.36666666666666,-0.06670833333333336,1
462,61.6,90.3,0.04529666666666666,1
463,63.53333333333333,89.5,0.05923500000000003,1
464,62.266666666666666,91.46666666666667,0.1831533333333333,1
465,64.5,88.23333333333333,-0.11871499999999997,1
466,57.06666666666667,85.53333333333333,0.6615633333333333,1
467,62.4,85.93333333333334,-0.3549133333333333,1
468,66.1,90.5,0.218185,1
469,74.7,75.3,-0.6134749999999999,0
470,55.833333333333336,80.53333333333333,-0.6068583333333334,1
471,60.43333333333333,91.13333333333334,-0.236065,1
472,59.266666666666666,90.23333333333333,0.568935,1
473,66.16666666666667,78.93333333333334,-0.1953233333333334,1
474,57.6,91.4,0.1654866666666667,1
475,63.03333333333333,86.66666666666667,-0.39338333333333336,1
476,60.333333333333336,82.73333333333333,0.9523833333333334,1
477,64.0,78.56666666666666,-0.40414500000000003,1
478,59.86666666666667,91.7,0.08995499999999998,1
479,64.06666666666666,87.73333333333333,0.014996666666666669,1
480,57.63333333333333,85.83333333333333,0.445605,1
481,62.43333333333333,80.53333333333333,0.18794000000000005,1
482,66.86666666666666,85.93333333333334,-0.309865,1
483,58.6,84.1,0.3439466666666667,1
484,63.233333333333334,79.43333333333334,-0.24646,1
485,65.13333333333334,87.46666666666667,0.12981,1
486,58.06666666666667,81.46666666666667,0.20009666666666664,1
487,60.56666666666667,86.83333333333333,-0.10374000000000001,1
488,66.26666666666667,84.76666666666667,-0.37230166666666664,1
489,58.166666666666664,83.23333333333333,0.4093016666666667,1
490,63.0,79.6,-0.3232366666666666,1
491,65.96666666666667,87.9,0.3990016666666667,1
492,58.93333333333333,77.86666666666666,0.052916666666666674,1
493,62.06666666666667,84.5,-0.311875,1
494,60.63333333333333,90.23333333333333,0.2949833333333333,1
495,59.53333333333333,81.66666666666667,-0.04765833333333335,1
496,66.66666666666667,83.96666666666667,-0.37296166666666664,1
497,58.2,86.5,0.42272999999999994,1
498,59.166666666666664,89.23333333333333,-0.29981833333333335,1
499,62.36666666666667,91.03333333333333,-0.19791999999999998,1
500,60.5,88.16666666666667,0.5929,1
501,57.06666666666667,84.96666666666667,0.032295000000000004,1
502,68.86666666666666,83.96666666666667,-0.40635499999999997,1
503,59.333333333333336,86.33333333333333,0.6196016666666666,1
504,57.3,84.46666666666667,0.12138833333333333,1
505,57.3,86.76666666666667,-0.15693333333333334,1
506,61.1,89.83333333333333,0.09412333333333334,1
507,57.7,84.43333333333334,0.3804183333333333,1
508,58.86666666666667,82.16666666666667,0.007346666666666676,1
509,62.86666666666667,88.36666666666666,0.047629999999999985,1
510,57.233333333333334,88.7,0.12182333333333333,1
511,60.833333333333336,81.36666666666666,-0.17123833333333333,1
512,63.5,87.86666666666666,0.09249499999999998,1
513,58.266666666666666,86.46666666666667,0.6960033333333333,1
514,59.53333333333333,82.4,-0.24112333333333333,1
515,63.733333333333334,87.2,-0.005675000000000002,1
516,59.233333333333334,86.26666666666667,0.29959166666666665,1
517,58.6,85.86666666666666,0.087665,1
518,62.2,83.16666666666667,-0.33926500000000004,1
519,61.233333333333334,88.93333333333334,0.4016016666666667,1
520,58.266666666666666,83.16666666666667,0.3583866666666667,1
521,59.333333333333336,83.86666666666666,-0.332835,1
522,65.66666666666667,88.06666666666666,-0.5181533333333334,1
523,64.06666666666666,78.76666666666667,0.013099999999999985,1
524,54.233333333333334,92.43333333333334,-0.0007899999999999981,1
525,58.2,89.83333333333333,0.4184583333333334,1
526,55.7,92.86666666666666,0.07197333333333338,1
527,55.6,92.36666666666666,0.16301666666666664,1
528,55.4,92.66666666666667,0.011191666666666654,1
529,53.6,93.23333333333333,-0.03117833333333335,1
