feature,vif
hr_mean_ctx1,8923.624870103398
hr_mean_ctx2,8250.56454482953
hr_mean,1722.7964998886114
hr_mean_ctx5,626.6626738650918
r_hf_ctx2,151.64961290918205
r_hf_ctx1,80.60588170763951
r_hf_ctx5,33.9329151493052
r_cvhr_ctx2,12.639001433880276
r_cvhr_ctx5,11.930263421186803
rmssd_ctx1,4.402755075770183
rr_cv,3.9969671797868593
p_lf,3.143446320456754
p_cvhr,3.0089075665889577
peak_hz,2.0976537198781458
cvhr_peak_hz,1.0919406006171564
