mean_predicted,observed_fraction
0.0009757486012531803,0.01083743842364532
0.004924684980564167,0.02431011826544021
0.014838130977647059,0.04334975369458128
0.03619144643986116,0.06406044678055191
0.07543399586099123,0.09261083743842365
0.14398652391505773,0.1287779237844941
0.2626028830251618,0.19710906701708278
0.45059868295008715,0.3323481116584565
0.7141294751154765,0.5348226018396847
0.9251041763326021,0.7862068965517242
