Model,Threshold,Sensitivity,Specificity,False_Positive_Rate,False_Negative_Rate,Precision,F1,Balanced_Accuracy,TN,FP,FN,TP
Gradient Boosting,0.34,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.35000000000000003,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.36000000000000004,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.37,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.38,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.39,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.41000000000000003,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.42000000000000004,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.43,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.44,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.45,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.46,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.47000000000000003,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.48000000000000004,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.49,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.51,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.52,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.53,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.54,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.55,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.56,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.5700000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.5800000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.59,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.61,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.62,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.63,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.64,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.65,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.66,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.67,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.68,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.6900000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.7000000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.7100000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.72,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.73,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.74,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.76,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.77,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.78,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.79,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.81,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.8200000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.8300000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.8400000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.85,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.86,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.87,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.88,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.89,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.9,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.91,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.92,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.93,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.9400000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.9500000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.9600000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.97,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.98,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
Gradient Boosting,0.99,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1143,0,0,1961
